363,50,35,BSR
241,50,35,BC
115,50,35,BSL
92,125,35,CSL
166,125,35,CIL
240,125,35,CC
314,125,35,CIR
388,125,35,CSR
63,200,35,FSL
151,200,35,FIL
240,200,35,FC
328,200,35,FIR
417,200,35,FSR
36,420,35,ONHALS
121,420,35,OFFHALS
432,420,35,TRACKS
235,300,35,RC
145,300,35,RS
327,300,35,RS
254,422,35,FCOFF
